"Set1_Freq[Hz]";"Set1_Level[dBuV]";"Set2_Freq[Hz]";"Set2_Level[dBuV]";"Raw1_Freq[Hz]";"Raw1_Level[dBuV]";"Raw2_Freq[Hz]";"Raw2_Level[dBuV]";"Set1_Peaks_Nb";"Set1_Peaks_Det";"Set1_Peaks_Freq[kHz]";"Set1_Peaks_Level[dBuV]";"Set1_Peaks_Lim[dBuV]";"Set1_Remeasure_Nb";"Set1_Remeasure_Det";"Set1_Remeasure_Freq[kHz]";"Set1_Remeasure_Level[dBuV]";"Set1_Remeasure_Lim[dBuV]";"Set2_Peaks_Nb";"Set2_Peaks_Det";"Set2_Peaks_Freq[kHz]";"Set2_Peaks_Level[dBuV]";"Set2_Peaks_Lim[dBuV]";"Set2_Remeasure_Nb";"Set2_Remeasure_Det";"Set2_Remeasure_Freq[kHz]";"Set2_Remeasure_Level[dBuV]";"Set2_Remeasure_Lim[dBuV]"
"616867";"25,85";"616867";"18,68";"616867";"16,49";"616867";"9,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"620000";"25,85";"620000";"18,27";"620000";"16,49";"620000";"8,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"623133";"26,10";"623133";"17,39";"623133";"16,74";"623133";"8,03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"626267";"26,32";"626267";"19,29";"626267";"16,96";"626267";"9,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"629400";"26,89";"629400";"18,65";"629400";"17,53";"629400";"9,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"632533";"27,23";"632533";"19,06";"632533";"17,88";"632533";"9,71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"635667";"27,38";"635667";"18,26";"635667";"18,02";"635667";"8,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"638800";"27,38";"638800";"18,96";"638800";"18,02";"638800";"9,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"641933";"27,11";"641933";"20,35";"641933";"17,76";"641933";"11,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"645067";"28,78";"645067";"23,89";"645067";"19,43";"645067";"14,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"648200";"29,50";"648200";"25,02";"648200";"20,15";"648200";"15,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"651333";"29,46";"651333";"22,48";"651333";"20,11";"651333";"13,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"654467";"28,13";"654467";"19,43";"654467";"18,78";"654467";"10,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"657600";"26,25";"657600";"16,29";"657600";"16,91";"657600";"6,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"660733";"25,55";"660733";"18,56";"660733";"16,20";"660733";"9,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"663867";"25,28";"663867";"17,08";"663867";"15,93";"663867";"7,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"667000";"25,34";"667000";"18,16";"667000";"15,99";"667000";"8,81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"670133";"25,54";"670133";"17,56";"670133";"16,20";"670133";"8,22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"673267";"25,80";"673267";"16,74";"673267";"16,46";"673267";"7,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"676400";"25,80";"676400";"16,93";"676400";"16,46";"676400";"7,58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"679533";"25,54";"679533";"17,33";"679533";"16,20";"679533";"7,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"682667";"24,41";"682667";"16,77";"682667";"15,07";"682667";"7,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"685800";"24,07";"685800";"17,05";"685800";"14,73";"685800";"7,71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"688933";"29,80";"688933";"24,06";"688933";"20,46";"688933";"14,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"692067";"39,63";"692067";"36,44";"692067";"30,30";"692067";"27,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"695200";"44,81";"695200";"43,15";"695200";"35,48";"695200";"33,81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"698333";"45,03";"698333";"44,58";"698333";"35,70";"698333";"35,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"701467";"45,03";"701467";"40,13";"701467";"35,70";"701467";"30,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"704600";"40,18";"704600";"29,99";"704600";"30,84";"704600";"20,65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"707733";"31,53";"707733";"18,12";"707733";"22,20";"707733";"8,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"710867";"24,17";"710867";"15,95";"710867";"14,84";"710867";"6,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"714000";"23,11";"714000";"15,49";"714000";"13,78";"714000";"6,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"717133";"22,76";"717133";"15,28";"717133";"13,42";"717133";"5,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"720267";"21,90";"720267";"14,25";"720267";"12,57";"720267";"4,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"723400";"21,21";"723400";"14,48";"723400";"11,87";"723400";"5,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"726533";"20,55";"726533";"13,51";"726533";"11,22";"726533";"4,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"729667";"20,29";"729667";"13,44";"729667";"10,95";"729667";"4,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"732800";"20,23";"732800";"14,98";"732800";"10,90";"732800";"5,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"735933";"20,39";"735933";"14,20";"735933";"11,06";"735933";"4,87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"739067";"21,40";"739067";"16,11";"739067";"12,06";"739067";"6,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"742200";"24,00";"742200";"22,12";"742200";"14,67";"742200";"12,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"745333";"28,17";"745333";"28,64";"745333";"18,84";"745333";"19,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"748467";"31,02";"748467";"29,02";"748467";"21,69";"748467";"19,68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"751600";"29,90";"751600";"24,14";"751600";"20,57";"751600";"14,81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"754733";"26,28";"754733";"17,36";"754733";"16,95";"754733";"8,03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"757867";"23,30";"757867";"15,62";"757867";"13,97";"757867";"6,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"761000";"22,83";"761000";"15,39";"761000";"13,50";"761000";"6,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"764133";"22,95";"764133";"15,71";"764133";"13,62";"764133";"6,38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"767267";"23,38";"767267";"14,50";"767267";"14,05";"767267";"5,17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"770400";"24,07";"770400";"16,61";"770400";"14,74";"770400";"7,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"773533";"25,15";"773533";"15,73";"773533";"15,82";"773533";"6,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"776667";"25,75";"776667";"17,96";"776667";"16,42";"776667";"8,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"779800";"26,95";"779800";"16,68";"779800";"17,62";"779800";"7,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"782933";"27,74";"782933";"18,85";"782933";"18,41";"782933";"9,52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"786067";"28,29";"786067";"18,80";"786067";"18,96";"786067";"9,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"789200";"30,60";"789200";"27,13";"789200";"21,27";"789200";"17,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"792333";"37,62";"792333";"37,89";"792333";"28,29";"792333";"28,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"795467";"44,13";"795467";"43,85";"795467";"34,80";"795467";"34,52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"798600";"45,61";"798600";"44,34";"798600";"36,28";"798600";"35,01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"801733";"45,62";"801733";"39,24";"801733";"36,29";"801733";"29,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"804867";"42,13";"804867";"28,63";"804867";"32,80";"804867";"19,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"808000";"35,08";"808000";"21,35";"808000";"25,75";"808000";"12,01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"811133";"29,19";"811133";"17,61";"811133";"19,86";"811133";"8,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"814267";"28,57";"814267";"19,51";"814267";"19,24";"814267";"10,17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"817400";"28,94";"817400";"19,34";"817400";"19,61";"817400";"10,01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"820533";"29,59";"820533";"19,97";"820533";"20,26";"820533";"10,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"823667";"29,46";"823667";"19,90";"823667";"20,13";"823667";"10,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"826800";"29,53";"826800";"21,83";"826800";"20,20";"826800";"12,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"829933";"29,53";"829933";"16,65";"829933";"20,20";"829933";"7,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"833067";"29,35";"833067";"19,59";"833067";"20,01";"833067";"10,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"836200";"29,00";"836200";"19,74";"836200";"19,66";"836200";"10,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"839333";"28,28";"839333";"19,38";"839333";"18,94";"839333";"10,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"842467";"29,57";"842467";"22,99";"842467";"20,24";"842467";"13,66";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"845600";"31,81";"845600";"28,24";"845600";"22,48";"845600";"18,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"848733";"31,83";"848733";"27,83";"848733";"22,49";"848733";"18,49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"851867";"31,28";"851867";"22,82";"851867";"21,95";"851867";"13,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"855000";"28,62";"855000";"18,67";"855000";"19,28";"855000";"9,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"858133";"26,81";"858133";"17,53";"858133";"17,47";"858133";"8,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"861267";"26,26";"861267";"17,25";"861267";"16,92";"861267";"7,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"864400";"26,12";"864400";"18,28";"864400";"16,78";"864400";"8,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"867533";"25,95";"867533";"17,28";"867533";"16,62";"867533";"7,95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"870667";"25,84";"870667";"17,87";"870667";"16,50";"870667";"8,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"873800";"25,72";"873800";"18,13";"873800";"16,39";"873800";"8,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"876933";"25,13";"876933";"15,80";"876933";"15,79";"876933";"6,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"880067";"24,35";"880067";"15,20";"880067";"15,01";"880067";"5,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"883200";"23,54";"883200";"15,29";"883200";"14,20";"883200";"5,95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"886333";"23,04";"886333";"17,78";"886333";"13,70";"886333";"8,44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"889467";"35,14";"889467";"28,79";"889467";"25,80";"889467";"19,45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"892600";"42,50";"892600";"39,44";"892600";"33,16";"892600";"30,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"895733";"44,99";"895733";"44,03";"895733";"35,65";"895733";"34,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"898867";"45,00";"898867";"42,80";"898867";"35,66";"898867";"33,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"902000";"42,53";"902000";"36,36";"902000";"33,19";"902000";"27,02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"905133";"35,00";"905133";"24,48";"905133";"25,66";"905133";"15,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"908267";"25,55";"908267";"15,39";"908267";"16,21";"908267";"6,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"911400";"21,64";"911400";"15,11";"911400";"12,30";"911400";"5,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"914533";"21,07";"914533";"13,92";"914533";"11,73";"914533";"4,58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"917667";"20,82";"917667";"14,13";"917667";"11,48";"917667";"4,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"920800";"20,82";"920800";"11,23";"920800";"11,48";"920800";"1,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"923933";"21,02";"923933";"15,08";"923933";"11,68";"923933";"5,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"927067";"21,12";"927067";"11,88";"927067";"11,78";"927067";"2,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"930200";"21,64";"930200";"15,25";"930200";"12,30";"930200";"5,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"933333";"21,87";"933333";"13,75";"933333";"12,53";"933333";"4,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"936467";"22,92";"936467";"15,64";"936467";"13,59";"936467";"6,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"939600";"24,52";"939600";"16,39";"939600";"15,18";"939600";"7,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"942733";"27,33";"942733";"24,98";"942733";"17,99";"942733";"15,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"945867";"30,44";"945867";"28,81";"945867";"21,11";"945867";"19,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"949000";"30,57";"949000";"27,72";"949000";"21,24";"949000";"18,38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"952133";"30,56";"952133";"21,56";"952133";"21,22";"952133";"12,22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"955267";"27,70";"955267";"16,63";"955267";"18,37";"955267";"7,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"958400";"24,81";"958400";"14,69";"958400";"15,48";"958400";"5,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"961533";"23,61";"961533";"15,93";"961533";"14,28";"961533";"6,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"964667";"24,04";"964667";"14,84";"964667";"14,71";"964667";"5,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"967800";"24,58";"967800";"15,57";"967800";"15,25";"967800";"6,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"970933";"24,75";"970933";"15,24";"970933";"15,41";"970933";"5,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"974067";"24,84";"974067";"16,25";"974067";"15,51";"974067";"6,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"977200";"24,84";"977200";"14,92";"977200";"15,51";"977200";"5,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"980333";"24,75";"980333";"17,41";"980333";"15,41";"980333";"8,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"983467";"24,71";"983467";"16,30";"983467";"15,38";"983467";"6,96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"986600";"25,43";"986600";"18,76";"986600";"16,10";"986600";"9,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"989733";"30,97";"989733";"29,10";"989733";"21,64";"989733";"19,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"992867";"38,84";"992867";"38,36";"992867";"29,51";"992867";"29,02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"996000";"42,51";"996000";"41,61";"996000";"33,18";"996000";"32,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"999133";"42,52";"999133";"39,61";"999133";"33,19";"999133";"30,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1002267";"41,05";"1002267";"32,29";"1002267";"31,72";"1002267";"22,96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1005400";"35,34";"1005400";"20,64";"1005400";"26,01";"1005400";"11,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1008533";"27,92";"1008533";"17,03";"1008533";"18,59";"1008533";"7,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1011667";"25,66";"1011667";"15,68";"1011667";"16,33";"1011667";"6,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1014800";"25,39";"1014800";"16,58";"1014800";"16,06";"1014800";"7,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1017933";"25,24";"1017933";"17,18";"1017933";"15,91";"1017933";"7,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1021067";"24,87";"1021067";"15,46";"1021067";"15,54";"1021067";"6,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1024200";"24,77";"1024200";"15,43";"1024200";"15,44";"1024200";"6,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1027333";"24,77";"1027333";"16,09";"1027333";"15,44";"1027333";"6,76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1030467";"24,54";"1030467";"15,23";"1030467";"15,21";"1030467";"5,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1033600";"24,48";"1033600";"16,07";"1033600";"15,15";"1033600";"6,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1036733";"24,71";"1036733";"16,46";"1036733";"15,38";"1036733";"7,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1039867";"27,17";"1039867";"19,66";"1039867";"17,84";"1039867";"10,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1043000";"30,31";"1043000";"26,43";"1043000";"20,98";"1043000";"17,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1046133";"31,09";"1046133";"28,95";"1046133";"21,76";"1046133";"19,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1049267";"31,06";"1049267";"25,80";"1049267";"21,73";"1049267";"16,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1052400";"28,49";"1052400";"20,60";"1052400";"19,16";"1052400";"11,27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1055533";"25,39";"1055533";"14,31";"1055533";"16,06";"1055533";"4,98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1058667";"23,79";"1058667";"16,05";"1058667";"14,46";"1058667";"6,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1061800";"23,42";"1061800";"14,62";"1061800";"14,09";"1061800";"5,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1064933";"23,11";"1064933";"16,02";"1064933";"13,78";"1064933";"6,69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1068067";"22,96";"1068067";"14,63";"1068067";"13,63";"1068067";"5,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1071200";"22,80";"1071200";"14,68";"1071200";"13,47";"1071200";"5,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1074333";"22,39";"1074333";"14,85";"1074333";"13,06";"1074333";"5,52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1077467";"22,22";"1077467";"14,68";"1077467";"12,89";"1077467";"5,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1080600";"22,26";"1080600";"12,83";"1080600";"12,93";"1080600";"3,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1083733";"22,30";"1083733";"15,40";"1083733";"12,97";"1083733";"6,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1086867";"22,84";"1086867";"18,84";"1086867";"13,51";"1086867";"9,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1090000";"30,14";"1090000";"31,93";"1090000";"20,80";"1090000";"22,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1093133";"38,96";"1093133";"40,15";"1093133";"29,63";"1093133";"30,82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1096267";"43,44";"1096267";"42,97";"1096267";"34,11";"1096267";"33,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1099400";"43,47";"1099400";"40,54";"1099400";"34,14";"1099400";"31,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1102533";"42,60";"1102533";"31,69";"1102533";"33,27";"1102533";"22,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1105667";"28,72";"1105667";"20,44";"1105667";"19,39";"1105667";"11,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1108800";"21,96";"1108800";"14,11";"1108800";"12,63";"1108800";"4,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1111933";"21,07";"1111933";"14,25";"1111933";"11,74";"1111933";"4,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1115067";"20,92";"1115067";"13,42";"1115067";"11,59";"1115067";"4,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1118200";"20,76";"1118200";"12,75";"1118200";"11,43";"1118200";"3,42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1121333";"20,76";"1121333";"14,70";"1121333";"11,43";"1121333";"5,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1124467";"20,56";"1124467";"12,65";"1124467";"11,23";"1124467";"3,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1127600";"20,61";"1127600";"12,64";"1127600";"11,28";"1127600";"3,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1130733";"20,76";"1130733";"12,80";"1130733";"11,43";"1130733";"3,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1133867";"20,97";"1133867";"13,63";"1133867";"11,64";"1133867";"4,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1137000";"21,96";"1137000";"13,02";"1137000";"12,63";"1137000";"3,69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1140133";"24,52";"1140133";"18,02";"1140133";"15,19";"1140133";"8,69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1143267";"28,07";"1143267";"25,21";"1143267";"18,74";"1143267";"15,88";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1146400";"29,60";"1146400";"27,48";"1146400";"20,27";"1146400";"18,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1149533";"29,60";"1149533";"24,44";"1149533";"20,27";"1149533";"15,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1152667";"27,38";"1152667";"16,80";"1152667";"18,05";"1152667";"7,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1155800";"24,18";"1155800";"13,52";"1155800";"14,85";"1155800";"4,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1158933";"22,13";"1158933";"13,04";"1158933";"12,80";"1158933";"3,71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1162067";"21,16";"1162067";"12,42";"1162067";"11,83";"1162067";"3,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
