"Set1_Freq[Hz]";"Set1_Level[dBuV]";"Set2_Freq[Hz]";"Set2_Level[dBuV]";"Raw1_Freq[Hz]";"Raw1_Level[dBuV]";"Raw2_Freq[Hz]";"Raw2_Level[dBuV]";"Set1_Peaks_Nb";"Set1_Peaks_Det";"Set1_Peaks_Freq[kHz]";"Set1_Peaks_Level[dBuV]";"Set1_Peaks_Lim[dBuV]";"Set1_Remeasure_Nb";"Set1_Remeasure_Det";"Set1_Remeasure_Freq[kHz]";"Set1_Remeasure_Level[dBuV]";"Set1_Remeasure_Lim[dBuV]";"Set2_Peaks_Nb";"Set2_Peaks_Det";"Set2_Peaks_Freq[kHz]";"Set2_Peaks_Level[dBuV]";"Set2_Peaks_Lim[dBuV]";"Set2_Remeasure_Nb";"Set2_Remeasure_Det";"Set2_Remeasure_Freq[kHz]";"Set2_Remeasure_Level[dBuV]";"Set2_Remeasure_Lim[dBuV]"
"17623333";"20,42";"17623333";"12,87";"17623333";"11,03";"17623333";"3,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17626667";"21,30";"17626667";"17,83";"17626667";"11,91";"17626667";"8,45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17630000";"27,04";"17630000";"13,26";"17630000";"17,65";"17630000";"3,87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17633333";"29,10";"17633333";"19,42";"17633333";"19,71";"17633333";"10,03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17636667";"29,38";"17636667";"24,98";"17636667";"19,99";"17636667";"15,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17640000";"29,02";"17640000";"22,28";"17640000";"19,63";"17640000";"12,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17643333";"26,60";"17643333";"23,33";"17643333";"17,21";"17643333";"13,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17646667";"24,75";"17646667";"16,60";"17646667";"15,37";"17646667";"7,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17650000";"22,62";"17650000";"13,32";"17650000";"13,23";"17650000";"3,93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17653333";"18,04";"17653333";"11,21";"17653333";"8,66";"17653333";"1,82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17656667";"17,22";"17656667";"9,60";"17656667";"7,83";"17656667";"0,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17660000";"16,98";"17660000";"10,00";"17660000";"7,59";"17660000";"0,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17663333";"16,81";"17663333";"8,98";"17663333";"7,42";"17663333";"-0,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17666667";"16,81";"17666667";"10,97";"17666667";"7,42";"17666667";"1,58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17670000";"16,90";"17670000";"10,68";"17670000";"7,51";"17670000";"1,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17673333";"18,73";"17673333";"11,46";"17673333";"9,35";"17673333";"2,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17676667";"18,33";"17676667";"12,35";"17676667";"8,94";"17676667";"2,96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17680000";"19,85";"17680000";"12,89";"17680000";"10,46";"17680000";"3,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17683333";"21,35";"17683333";"13,71";"17683333";"11,96";"17683333";"4,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17686667";"21,73";"17686667";"17,15";"17686667";"12,34";"17686667";"7,76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17690000";"21,54";"17690000";"15,02";"17690000";"12,15";"17690000";"5,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17693333";"20,84";"17693333";"17,18";"17693333";"11,45";"17693333";"7,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17696667";"18,60";"17696667";"13,25";"17696667";"9,21";"17696667";"3,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17700000";"17,06";"17700000";"10,00";"17700000";"7,67";"17700000";"0,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17703333";"16,56";"17703333";"11,74";"17703333";"7,17";"17703333";"2,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17706667";"16,56";"17706667";"11,14";"17706667";"7,17";"17706667";"1,75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17710000";"16,73";"17710000";"10,86";"17710000";"7,34";"17710000";"1,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17713333";"17,14";"17713333";"9,68";"17713333";"7,75";"17713333";"0,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17716667";"19,97";"17716667";"11,13";"17716667";"10,58";"17716667";"1,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17720000";"25,14";"17720000";"10,86";"17720000";"15,76";"17720000";"1,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17723333";"27,35";"17723333";"13,55";"17723333";"17,96";"17723333";"4,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17726667";"29,45";"17726667";"22,33";"17726667";"20,06";"17726667";"12,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17730000";"29,45";"17730000";"24,65";"17730000";"20,06";"17730000";"15,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17733333";"29,70";"17733333";"26,79";"17733333";"20,31";"17733333";"17,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17736667";"29,76";"17736667";"25,33";"17736667";"20,37";"17736667";"15,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17740000";"28,94";"17740000";"19,90";"17740000";"19,55";"17740000";"10,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17743333";"28,17";"17743333";"23,79";"17743333";"18,78";"17743333";"14,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17746667";"26,92";"17746667";"12,52";"17746667";"17,53";"17746667";"3,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17750000";"21,25";"17750000";"9,98";"17750000";"11,86";"17750000";"0,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17753333";"18,19";"17753333";"10,98";"17753333";"8,80";"17753333";"1,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17756667";"17,45";"17756667";"11,86";"17756667";"8,06";"17756667";"2,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17760000";"16,90";"17760000";"11,17";"17760000";"7,51";"17760000";"1,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17763333";"16,81";"17763333";"10,95";"17763333";"7,42";"17763333";"1,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17766667";"16,98";"17766667";"10,60";"17766667";"7,59";"17766667";"1,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17770000";"17,30";"17770000";"9,80";"17770000";"7,91";"17770000";"0,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17773333";"17,97";"17773333";"11,10";"17773333";"8,58";"17773333";"1,71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17776667";"20,25";"17776667";"12,17";"17776667";"10,86";"17776667";"2,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17780000";"22,28";"17780000";"17,26";"17780000";"12,89";"17780000";"7,87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17783333";"22,10";"17783333";"18,35";"17783333";"12,71";"17783333";"8,96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17786667";"21,87";"17786667";"17,30";"17786667";"12,48";"17786667";"7,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17790000";"21,40";"17790000";"13,44";"17790000";"12,01";"17790000";"4,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17793333";"19,25";"17793333";"12,54";"17793333";"9,86";"17793333";"3,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17796667";"18,54";"17796667";"11,55";"17796667";"9,14";"17796667";"2,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17800000";"17,75";"17800000";"10,79";"17800000";"8,36";"17800000";"1,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17803333";"16,73";"17803333";"10,50";"17803333";"7,34";"17803333";"1,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17806667";"16,73";"17806667";"11,31";"17806667";"7,34";"17806667";"1,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17810000";"16,65";"17810000";"12,16";"17810000";"7,26";"17810000";"2,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17813333";"17,14";"17813333";"11,13";"17813333";"7,75";"17813333";"1,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17816667";"17,22";"17816667";"10,79";"17816667";"7,83";"17816667";"1,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17820000";"18,87";"17820000";"13,11";"17820000";"9,48";"17820000";"3,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17823333";"23,20";"17823333";"13,11";"17823333";"13,81";"17823333";"3,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17826667";"23,51";"17826667";"21,05";"17826667";"14,12";"17826667";"11,66";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17830000";"27,49";"17830000";"23,54";"17830000";"18,10";"17830000";"14,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17833333";"29,10";"17833333";"25,31";"17833333";"19,71";"17833333";"15,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17836667";"30,16";"17836667";"24,17";"17836667";"20,77";"17836667";"14,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17840000";"30,02";"17840000";"16,83";"17840000";"20,63";"17840000";"7,44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17843333";"29,93";"17843333";"14,09";"17843333";"20,54";"17843333";"4,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17846667";"26,41";"17846667";"12,40";"17846667";"17,02";"17846667";"3,01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17850000";"21,40";"17850000";"10,25";"17850000";"12,01";"17850000";"0,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17853333";"18,19";"17853333";"10,79";"17853333";"8,80";"17853333";"1,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17856667";"17,38";"17856667";"9,54";"17856667";"7,99";"17856667";"0,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17860000";"17,06";"17860000";"9,88";"17860000";"7,67";"17860000";"0,49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17863333";"16,82";"17863333";"11,92";"17863333";"7,43";"17863333";"2,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17866667";"16,90";"17866667";"11,09";"17866667";"7,51";"17866667";"1,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17870000";"16,90";"17870000";"10,82";"17870000";"7,51";"17870000";"1,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17873333";"17,30";"17873333";"12,74";"17873333";"7,91";"17873333";"3,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17876667";"18,87";"17876667";"15,42";"17876667";"9,48";"17876667";"6,03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17880000";"21,59";"17880000";"14,63";"17880000";"12,20";"17880000";"5,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17883333";"22,06";"17883333";"16,92";"17883333";"12,67";"17883333";"7,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17886667";"22,01";"17886667";"14,82";"17886667";"12,62";"17886667";"5,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17890000";"21,88";"17890000";"10,90";"17890000";"12,48";"17890000";"1,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17893333";"21,35";"17893333";"9,93";"17893333";"11,96";"17893333";"0,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17896667";"17,76";"17896667";"10,97";"17896667";"8,37";"17896667";"1,58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17900000";"16,56";"17900000";"9,81";"17900000";"7,17";"17900000";"0,42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17903333";"16,65";"17903333";"9,06";"17903333";"7,26";"17903333";"-0,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17906667";"16,82";"17906667";"10,79";"17906667";"7,43";"17906667";"1,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17910000";"16,65";"17910000";"10,47";"17910000";"7,26";"17910000";"1,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17913333";"16,98";"17913333";"11,25";"17913333";"7,59";"17913333";"1,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17916667";"17,68";"17916667";"10,39";"17916667";"8,29";"17916667";"1,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17920000";"22,54";"17920000";"11,71";"17920000";"13,15";"17920000";"2,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17923333";"25,05";"17923333";"10,13";"17923333";"15,66";"17923333";"0,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17926667";"26,79";"17926667";"15,63";"17926667";"17,40";"17926667";"6,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17930000";"28,39";"17930000";"20,96";"17930000";"19,00";"17930000";"11,57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17933333";"28,46";"17933333";"17,19";"17933333";"19,06";"17933333";"7,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17936667";"28,08";"17936667";"22,09";"17936667";"18,69";"17936667";"12,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17940000";"27,71";"17940000";"22,72";"17940000";"18,32";"17940000";"13,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17943333";"25,21";"17943333";"11,71";"17943333";"15,82";"17943333";"2,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17946667";"22,54";"17946667";"10,81";"17946667";"13,15";"17946667";"1,42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17950000";"19,97";"17950000";"10,16";"17950000";"10,58";"17950000";"0,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17953333";"17,38";"17953333";"10,52";"17953333";"7,99";"17953333";"1,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17956667";"17,14";"17956667";"10,33";"17956667";"7,75";"17956667";"0,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17960000";"16,82";"17960000";"10,45";"17960000";"7,43";"17960000";"1,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17963333";"16,65";"17963333";"10,36";"17963333";"7,26";"17963333";"0,97";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17966667";"16,65";"17966667";"11,00";"17966667";"7,26";"17966667";"1,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17970000";"17,06";"17970000";"10,94";"17970000";"7,67";"17970000";"1,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17973333";"18,40";"17973333";"8,20";"17973333";"9,01";"17973333";"-1,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17976667";"20,20";"17976667";"12,12";"17976667";"10,81";"17976667";"2,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17980000";"21,20";"17980000";"18,38";"17980000";"11,81";"17980000";"8,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17983333";"21,69";"17983333";"18,75";"17983333";"12,30";"17983333";"9,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17986667";"22,15";"17986667";"16,95";"17986667";"12,76";"17986667";"7,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17990000";"22,28";"17990000";"15,12";"17990000";"12,89";"17990000";"5,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17993333";"21,92";"17993333";"9,61";"17993333";"12,53";"17993333";"0,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17996667";"17,61";"17996667";"10,59";"17996667";"8,22";"17996667";"1,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18000000";"17,61";"18000000";"10,66";"18000000";"8,22";"18000000";"1,27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18003333";"16,73";"18003333";"10,32";"18003333";"7,34";"18003333";"0,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18006667";"16,73";"18006667";"10,98";"18006667";"7,34";"18006667";"1,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18010000";"16,65";"18010000";"9,54";"18010000";"7,26";"18010000";"0,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18013333";"16,65";"18013333";"10,59";"18013333";"7,26";"18013333";"1,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18016667";"16,98";"18016667";"10,33";"18016667";"7,59";"18016667";"0,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18020000";"19,00";"18020000";"11,18";"18020000";"9,61";"18020000";"1,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18023333";"19,68";"18023333";"10,99";"18023333";"10,29";"18023333";"1,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18026667";"24,76";"18026667";"14,02";"18026667";"15,37";"18026667";"4,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18030000";"26,76";"18030000";"14,10";"18030000";"17,37";"18030000";"4,71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18033333";"28,04";"18033333";"17,28";"18033333";"18,64";"18033333";"7,89";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18036667";"28,80";"18036667";"24,29";"18036667";"19,41";"18036667";"14,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18040000";"29,00";"18040000";"22,86";"18040000";"19,61";"18040000";"13,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18043333";"28,96";"18043333";"24,72";"18043333";"19,57";"18043333";"15,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18046667";"26,68";"18046667";"15,72";"18046667";"17,29";"18046667";"6,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18050000";"27,20";"18050000";"13,72";"18050000";"17,81";"18050000";"4,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18053333";"23,28";"18053333";"11,34";"18053333";"13,89";"18053333";"1,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18056667";"19,38";"18056667";"9,96";"18056667";"9,99";"18056667";"0,57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18060000";"16,57";"18060000";"10,80";"18060000";"7,17";"18060000";"1,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18063333";"16,65";"18063333";"10,46";"18063333";"7,26";"18063333";"1,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18066667";"16,57";"18066667";"10,52";"18066667";"7,17";"18066667";"1,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18070000";"16,57";"18070000";"10,94";"18070000";"7,18";"18070000";"1,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18073333";"17,46";"18073333";"10,05";"18073333";"8,06";"18073333";"0,65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18076667";"18,47";"18076667";"12,68";"18076667";"9,08";"18076667";"3,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18080000";"19,68";"18080000";"12,76";"18080000";"10,29";"18080000";"3,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18083333";"20,53";"18083333";"14,50";"18083333";"11,14";"18083333";"5,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18086667";"21,50";"18086667";"17,08";"18086667";"12,11";"18086667";"7,68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18090000";"21,11";"18090000";"13,01";"18090000";"11,71";"18090000";"3,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18093333";"20,15";"18093333";"11,68";"18093333";"10,75";"18093333";"2,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18096667";"19,07";"18096667";"11,49";"18096667";"9,67";"18096667";"2,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18100000";"17,68";"18100000";"10,32";"18100000";"8,29";"18100000";"0,93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18103333";"16,65";"18103333";"9,95";"18103333";"7,26";"18103333";"0,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18106667";"16,57";"18106667";"10,36";"18106667";"7,18";"18106667";"0,97";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18110000";"16,57";"18110000";"11,00";"18110000";"7,18";"18110000";"1,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18113333";"16,65";"18113333";"11,64";"18113333";"7,26";"18113333";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18116667";"17,76";"18116667";"10,21";"18116667";"8,37";"18116667";"0,82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18120000";"21,55";"18120000";"12,09";"18120000";"12,16";"18120000";"2,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18123333";"24,63";"18123333";"16,04";"18123333";"15,24";"18123333";"6,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18126667";"26,82";"18126667";"15,35";"18126667";"17,43";"18126667";"5,96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18130000";"27,02";"18130000";"19,60";"18130000";"17,63";"18130000";"10,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18133333";"27,00";"18133333";"23,47";"18133333";"17,61";"18133333";"14,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18136667";"26,87";"18136667";"22,43";"18136667";"17,48";"18136667";"13,03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18140000";"26,05";"18140000";"24,01";"18140000";"16,66";"18140000";"14,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18143333";"26,31";"18143333";"21,70";"18143333";"16,91";"18143333";"12,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18146667";"24,46";"18146667";"11,27";"18146667";"15,07";"18146667";"1,88";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18150000";"17,22";"18150000";"10,25";"18150000";"7,83";"18150000";"0,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18153333";"16,82";"18153333";"10,96";"18153333";"7,43";"18153333";"1,57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18156667";"16,48";"18156667";"11,22";"18156667";"7,09";"18156667";"1,83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18160000";"16,48";"18160000";"9,92";"18160000";"7,09";"18160000";"0,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18163333";"16,40";"18163333";"10,61";"18163333";"7,00";"18163333";"1,22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18166667";"17,14";"18166667";"10,04";"18166667";"7,75";"18166667";"0,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18170000";"17,91";"18170000";"10,56";"18170000";"8,51";"18170000";"1,17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18173333";"18,26";"18173333";"9,82";"18173333";"8,87";"18173333";"0,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18176667";"20,85";"18176667";"14,11";"18176667";"11,46";"18176667";"4,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18180000";"21,36";"18180000";"16,72";"18180000";"11,96";"18180000";"7,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18183333";"21,64";"18183333";"16,95";"18183333";"12,25";"18183333";"7,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
